Date;Time;Temp_F;Precip_inches;RH_percent
3/28/21;4:30:00 PM;71.6;0.000;53.9
3/28/21;4:45:00 PM;70.7;0.000;56.8
3/28/21;5:00:00 PM;70.4;0.000;57.9
3/28/21;5:15:00 PM;69.5;0.000;59.1
3/28/21;5:30:00 PM;67.4;0.000;63.3
3/28/21;5:45:00 PM;66.4;0.000;65.9
3/28/21;6:00:00 PM;65.9;0.000;66.7
3/28/21;6:15:00 PM;64.2;0.000;69.7
3/28/21;6:30:00 PM;62.7;0.000;72.5
3/28/21;6:45:00 PM;61.1;0.000;76.1
3/28/21;7:00:00 PM;59.7;0.000;79.5
3/28/21;7:15:00 PM;58.2;0.000;82.9
3/28/21;7:30:00 PM;56.8;0.000;86.3
3/28/21;7:45:00 PM;55.5;0.000;89.8
3/28/21;8:00:00 PM;54.2;0.000;91.9
3/28/21;8:15:00 PM;53.3;0.000;94.7
3/28/21;8:30:00 PM;52.2;0.000;97.0
3/28/21;8:45:00 PM;51.7;0.000;99.3
3/28/21;9:00:00 PM;51.4;0.000;100.0
3/28/21;9:15:00 PM;51.3;0.000;100.0
3/28/21;9:30:00 PM;50.9;0.000;100.0
3/28/21;9:45:00 PM;49.9;0.000;100.0
3/28/21;10:00:00 PM;48.8;0.000;100.0
3/28/21;10:15:00 PM;48.2;0.000;100.0
3/28/21;10:30:00 PM;48.0;0.000;100.0
3/28/21;10:45:00 PM;47.9;0.000;100.0
3/28/21;11:00:00 PM;48.0;0.000;100.0
3/28/21;11:15:00 PM;47.8;0.000;100.0
3/28/21;11:30:00 PM;48.1;0.000;100.0
3/28/21;11:45:00 PM;47.9;0.000;100.0
3/29/21;12:00:00 AM;47.9;0.000;100.0
3/29/21;12:15:00 AM;47.7;0.000;100.0
3/29/21;12:30:00 AM;47.5;0.000;100.0
3/29/21;12:45:00 AM;47.5;0.000;100.0
3/29/21;1:00:00 AM;47.9;0.000;100.0
3/29/21;1:15:00 AM;48.0;0.000;100.0
3/29/21;1:30:00 AM;48.0;0.000;100.0
3/29/21;1:45:00 AM;48.0;0.000;100.0
3/29/21;2:00:00 AM;47.7;0.000;100.0
3/29/21;2:15:00 AM;47.5;0.000;100.0
3/29/21;2:30:00 AM;46.9;0.000;100.0
3/29/21;2:45:00 AM;46.4;0.000;100.0
3/29/21;3:00:00 AM;46.3;0.000;100.0
3/29/21;3:15:00 AM;46.2;0.000;100.0
3/29/21;3:30:00 AM;46.4;0.000;100.0
3/29/21;3:45:00 AM;46.8;0.000;100.0
3/29/21;4:00:00 AM;46.4;0.000;100.0
3/29/21;4:15:00 AM;46.2;0.000;100.0
3/29/21;4:30:00 AM;45.8;0.000;100.0
3/29/21;4:45:00 AM;45.7;0.000;100.0
3/29/21;5:00:00 AM;45.6;0.000;100.0
3/29/21;5:15:00 AM;45.8;0.000;100.0
3/29/21;5:30:00 AM;45.9;0.000;100.0
3/29/21;5:45:00 AM;46.1;0.000;100.0
3/29/21;6:00:00 AM;46.5;0.000;100.0
3/29/21;6:15:00 AM;46.5;0.000;100.0
3/29/21;6:30:00 AM;45.8;0.000;100.0
3/29/21;6:45:00 AM;45.6;0.000;100.0
3/29/21;7:00:00 AM;45.2;0.000;100.0
3/29/21;7:15:00 AM;45.2;0.000;100.0
3/29/21;7:30:00 AM;47.9;0.000;100.0
3/29/21;7:45:00 AM;51.2;0.000;92.9
3/29/21;8:00:00 AM;49.2;0.000;90.8
3/29/21;8:15:00 AM;59.4;0.000;50.3
3/29/21;8:30:00 AM;62.7;0.000;41.7
3/29/21;8:45:00 AM;64.3;0.000;39.8
3/29/21;9:00:00 AM;65.5;0.000;38.3
3/29/21;9:15:00 AM;66.3;0.000;36.7
3/29/21;9:30:00 AM;67.3;0.000;35.1
3/29/21;9:45:00 AM;68.5;0.000;34.4
3/29/21;10:00:00 AM;70.8;0.000;34.6
3/29/21;10:15:00 AM;72.4;0.000;34.8
3/29/21;10:30:00 AM;72.6;0.000;35.1
3/29/21;10:45:00 AM;73.3;0.000;35.8
3/29/21;11:00:00 AM;72.5;0.000;44.1
3/29/21;11:15:00 AM;71.2;0.000;52.6
3/29/21;11:30:00 AM;69.3;0.000;56.1
3/29/21;11:45:00 AM;68.1;0.000;57.5
3/29/21;12:00:00 PM;67.0;0.000;57.1
3/29/21;12:15:00 PM;68.4;0.000;55.5
3/29/21;12:30:00 PM;68.0;0.000;54.1
3/29/21;12:45:00 PM;68.3;0.000;53.8
3/29/21;1:00:00 PM;68.2;0.000;56.1
3/29/21;1:15:00 PM;68.8;0.000;55.8
3/29/21;1:30:00 PM;68.0;0.000;56.0
3/29/21;1:45:00 PM;68.0;0.000;56.8
3/29/21;2:00:00 PM;66.8;0.000;60.8
3/29/21;2:15:00 PM;65.6;0.000;63.9
3/29/21;2:30:00 PM;64.6;0.000;64.8
3/29/21;2:45:00 PM;63.7;0.000;65.8
3/29/21;3:00:00 PM;63.1;0.000;66.3
3/29/21;3:15:00 PM;63.3;0.000;67.5
3/29/21;3:30:00 PM;63.1;0.000;67.5
3/29/21;3:45:00 PM;63.1;0.000;68.3
3/29/21;4:00:00 PM;62.8;0.000;67.8
3/29/21;4:15:00 PM;61.7;0.000;68.2
3/29/21;4:30:00 PM;61.6;0.000;68.7
3/29/21;4:45:00 PM;61.4;0.000;68.8
3/29/21;5:00:00 PM;60.7;0.000;69.8
3/29/21;5:15:00 PM;60.0;0.000;70.6
3/29/21;5:30:00 PM;59.1;0.000;71.5
3/29/21;5:45:00 PM;58.1;0.000;73.4
3/29/21;6:00:00 PM;57.2;0.000;75.8
3/29/21;6:15:00 PM;55.5;0.000;79.3
3/29/21;6:30:00 PM;54.4;0.000;82.3
3/29/21;6:45:00 PM;53.3;0.000;85.0
3/29/21;7:00:00 PM;52.8;0.000;86.8
3/29/21;7:15:00 PM;52.0;0.000;88.9
3/29/21;7:30:00 PM;51.3;0.000;90.8
3/29/21;7:45:00 PM;50.7;0.000;92.8
3/29/21;8:00:00 PM;50.3;0.000;94.3
3/29/21;8:15:00 PM;50.0;0.000;95.7
3/29/21;8:30:00 PM;49.7;0.000;96.7
3/29/21;8:45:00 PM;49.6;0.000;97.9
3/29/21;9:00:00 PM;49.2;0.000;98.4
3/29/21;9:15:00 PM;48.8;0.000;99.4
3/29/21;9:30:00 PM;48.7;0.000;100.0
3/29/21;9:45:00 PM;48.7;0.000;100.0
3/29/21;10:00:00 PM;48.5;0.000;100.0
3/29/21;10:15:00 PM;49.1;0.000;100.0
3/29/21;10:30:00 PM;49.1;0.000;100.0
3/29/21;10:45:00 PM;49.0;0.000;100.0
3/29/21;11:00:00 PM;48.7;0.000;100.0
3/29/21;11:15:00 PM;48.7;0.000;100.0
3/29/21;11:30:00 PM;48.3;0.000;100.0
3/29/21;11:45:00 PM;48.0;0.000;100.0
3/30/21;12:00:00 AM;47.8;0.000;100.0
3/30/21;12:15:00 AM;47.8;0.000;100.0
3/30/21;12:30:00 AM;47.9;0.000;100.0
3/30/21;12:45:00 AM;47.8;0.000;100.0
3/30/21;1:00:00 AM;47.6;0.000;100.0
3/30/21;1:15:00 AM;47.2;0.000;100.0
3/30/21;1:30:00 AM;47.1;0.000;100.0
3/30/21;1:45:00 AM;47.2;0.000;100.0
3/30/21;2:00:00 AM;47.0;0.000;100.0
3/30/21;2:15:00 AM;46.6;0.000;100.0
3/30/21;2:30:00 AM;46.3;0.000;100.0
3/30/21;2:45:00 AM;46.4;0.000;100.0
3/30/21;3:00:00 AM;46.6;0.000;100.0
3/30/21;3:15:00 AM;47.2;0.000;100.0
3/30/21;3:30:00 AM;47.5;0.000;98.7
3/30/21;3:45:00 AM;47.3;0.000;96.3
3/30/21;4:00:00 AM;49.6;0.000;87.0
3/30/21;4:15:00 AM;55.0;0.000;64.3
3/30/21;4:30:00 AM;58.6;0.000;51.9
3/30/21;4:45:00 AM;58.3;0.000;51.7
3/30/21;5:00:00 AM;58.1;0.000;51.1
3/30/21;5:15:00 AM;58.1;0.000;50.3
3/30/21;5:30:00 AM;57.6;0.000;51.1
3/30/21;5:45:00 AM;57.7;0.000;50.0
3/30/21;6:00:00 AM;57.8;0.000;49.2
3/30/21;6:15:00 AM;58.6;0.000;46.6
3/30/21;6:30:00 AM;58.5;0.000;46.1
3/30/21;6:45:00 AM;57.3;0.000;48.0
3/30/21;7:00:00 AM;57.1;0.000;47.7
3/30/21;7:15:00 AM;56.7;0.000;48.5
3/30/21;7:30:00 AM;57.1;0.000;47.3
3/30/21;7:45:00 AM;56.9;0.000;47.4
3/30/21;8:00:00 AM;56.7;0.000;48.1
3/30/21;8:15:00 AM;58.6;0.000;46.1
3/30/21;8:30:00 AM;60.5;0.000;43.8
3/30/21;8:45:00 AM;62.8;0.000;40.5
3/30/21;9:00:00 AM;64.6;0.000;36.9
3/30/21;9:15:00 AM;66.6;0.000;34.0
3/30/21;9:30:00 AM;68.3;0.000;31.9
3/30/21;9:45:00 AM;68.1;0.000;32.9
3/30/21;10:00:00 AM;68.8;0.000;32.2
3/30/21;10:15:00 AM;70.0;0.000;32.0
3/30/21;10:30:00 AM;70.5;0.000;30.8
3/30/21;10:45:00 AM;71.3;0.000;28.7
3/30/21;11:00:00 AM;71.7;0.000;29.4
3/30/21;11:15:00 AM;73.4;0.000;28.5
3/30/21;11:30:00 AM;73.3;0.000;27.5
3/30/21;11:45:00 AM;74.0;0.000;27.0
3/30/21;12:00:00 PM;74.8;0.000;27.0
3/30/21;12:15:00 PM;76.3;0.000;26.5
3/30/21;12:30:00 PM;76.0;0.000;26.4
3/30/21;12:45:00 PM;77.0;0.000;26.0
3/30/21;1:00:00 PM;77.5;0.000;26.1
3/30/21;1:15:00 PM;78.0;0.000;26.0
3/30/21;1:30:00 PM;78.5;0.000;25.3
3/30/21;1:45:00 PM;78.6;0.000;25.4
3/30/21;2:00:00 PM;79.0;0.000;25.3
3/30/21;2:15:00 PM;79.6;0.000;25.1
3/30/21;2:30:00 PM;80.1;0.000;24.3
3/30/21;2:45:00 PM;79.8;0.000;23.6
3/30/21;3:00:00 PM;80.5;0.000;23.8
3/30/21;3:15:00 PM;80.8;0.000;23.2
3/30/21;3:30:00 PM;81.0;0.000;22.7
3/30/21;3:45:00 PM;80.6;0.000;22.6
3/30/21;4:00:00 PM;79.2;0.000;26.6
3/30/21;4:15:00 PM;75.3;0.000;37.2
3/30/21;4:30:00 PM;74.5;0.000;37.7
3/30/21;4:45:00 PM;73.8;0.000;36.9
3/30/21;5:00:00 PM;74.0;0.000;36.3
3/30/21;5:15:00 PM;74.7;0.000;35.2
3/30/21;5:30:00 PM;74.4;0.000;35.2
3/30/21;5:45:00 PM;73.4;0.000;35.9
3/30/21;6:00:00 PM;71.9;0.000;37.0
3/30/21;6:15:00 PM;71.0;0.000;37.1
3/30/21;6:30:00 PM;69.9;0.000;38.0
3/30/21;6:45:00 PM;68.5;0.000;39.3
3/30/21;7:00:00 PM;67.3;0.000;40.5
3/30/21;7:15:00 PM;65.8;0.000;42.3
3/30/21;7:30:00 PM;64.6;0.000;43.2
3/30/21;7:45:00 PM;62.6;0.000;46.6
3/30/21;8:00:00 PM;61.8;0.000;47.9
3/30/21;8:15:00 PM;59.8;0.000;52.6
3/30/21;8:30:00 PM;59.8;0.000;51.9
3/30/21;8:45:00 PM;58.4;0.000;55.1
3/30/21;9:00:00 PM;56.8;0.000;58.1
3/30/21;9:15:00 PM;56.1;0.000;58.9
3/30/21;9:30:00 PM;55.5;0.000;60.8
3/30/21;9:45:00 PM;55.0;0.000;61.4
3/30/21;10:00:00 PM;54.1;0.000;64.2
3/30/21;10:15:00 PM;53.8;0.000;65.7
3/30/21;10:30:00 PM;53.6;0.000;67.7
3/30/21;10:45:00 PM;53.2;0.000;69.7
3/30/21;11:00:00 PM;53.3;0.000;70.9
3/30/21;11:15:00 PM;53.9;0.000;71.6
3/30/21;11:30:00 PM;54.1;0.000;70.4
3/30/21;11:45:00 PM;53.9;0.000;71.4
3/31/21;12:00:00 AM;52.9;0.000;72.5
3/31/21;12:15:00 AM;52.2;0.000;73.6
3/31/21;12:30:00 AM;59.7;0.000;52.3
3/31/21;12:45:00 AM;65.8;0.000;37.1
3/31/21;1:00:00 AM;65.8;0.000;36.3
3/31/21;1:15:00 AM;65.9;0.000;35.2
3/31/21;1:30:00 AM;66.2;0.000;33.8
3/31/21;1:45:00 AM;66.0;0.000;34.1
3/31/21;2:00:00 AM;66.5;0.000;33.9
3/31/21;2:15:00 AM;66.2;0.000;34.3
3/31/21;2:30:00 AM;65.9;0.000;34.6
3/31/21;2:45:00 AM;65.9;0.000;34.8
3/31/21;3:00:00 AM;66.0;0.000;34.6
3/31/21;3:15:00 AM;66.1;0.000;34.6
3/31/21;3:30:00 AM;65.2;0.000;35.7
3/31/21;3:45:00 AM;63.3;0.000;39.3
3/31/21;4:00:00 AM;58.8;0.000;51.6
3/31/21;4:15:00 AM;56.0;0.000;58.2
3/31/21;4:30:00 AM;55.2;0.000;62.5
3/31/21;4:45:00 AM;53.6;0.000;66.1
3/31/21;5:00:00 AM;52.8;0.000;67.7
3/31/21;5:15:00 AM;52.4;0.000;68.8
3/31/21;5:30:00 AM;52.0;0.000;69.6
3/31/21;5:45:00 AM;51.3;0.000;70.4
3/31/21;6:00:00 AM;50.8;0.000;71.2
3/31/21;6:15:00 AM;49.9;0.000;71.9
3/31/21;6:30:00 AM;49.5;0.000;72.4
3/31/21;6:45:00 AM;48.6;0.000;72.5
3/31/21;7:00:00 AM;48.1;0.000;73.2
3/31/21;7:15:00 AM;47.9;0.000;72.7
3/31/21;7:30:00 AM;47.9;0.000;72.4
3/31/21;7:45:00 AM;48.5;0.000;72.2
3/31/21;8:00:00 AM;49.0;0.000;72.5
3/31/21;8:15:00 AM;52.1;0.000;72.1
3/31/21;8:30:00 AM;56.4;0.000;67.7
3/31/21;8:45:00 AM;60.8;0.000;59.3
3/31/21;9:00:00 AM;64.7;0.000;49.8
3/31/21;9:15:00 AM;67.3;0.000;42.7
3/31/21;9:30:00 AM;69.5;0.000;42.0
3/31/21;9:45:00 AM;71.3;0.000;39.1
3/31/21;10:00:00 AM;72.6;0.000;35.5
3/31/21;10:15:00 AM;74.6;0.000;31.1
3/31/21;10:30:00 AM;76.3;0.000;27.0
3/31/21;10:45:00 AM;77.9;0.000;25.4
3/31/21;11:00:00 AM;79.1;0.000;24.4
3/31/21;11:15:00 AM;81.4;0.000;22.2
3/31/21;11:30:00 AM;81.5;0.000;20.2
3/31/21;11:45:00 AM;82.3;0.000;19.6
3/31/21;12:00:00 PM;84.4;0.000;16.2
3/31/21;12:15:00 PM;84.7;0.000;15.0
3/31/21;12:30:00 PM;84.9;0.000;13.7
3/31/21;12:45:00 PM;85.4;0.000;14.1
3/31/21;1:00:00 PM;85.1;0.000;17.5
3/31/21;1:15:00 PM;82.1;0.000;29.1
3/31/21;1:30:00 PM;80.0;0.000;31.6
3/31/21;1:45:00 PM;78.8;0.000;35.2
3/31/21;2:00:00 PM;76.9;0.000;34.4
3/31/21;2:15:00 PM;76.2;0.000;36.4
3/31/21;2:30:00 PM;76.3;0.000;35.9
3/31/21;2:45:00 PM;76.2;0.000;35.0
3/31/21;3:00:00 PM;75.8;0.000;36.6
3/31/21;3:15:00 PM;75.9;0.000;34.2
3/31/21;3:30:00 PM;75.2;0.000;33.5
3/31/21;3:45:00 PM;74.9;0.000;31.5
3/31/21;4:00:00 PM;75.1;0.000;32.6
3/31/21;4:15:00 PM;75.5;0.000;27.9
3/31/21;4:30:00 PM;75.7;0.000;31.6
3/31/21;4:45:00 PM;75.6;0.000;33.2
3/31/21;5:00:00 PM;75.2;0.000;31.5
3/31/21;5:15:00 PM;74.3;0.000;29.8
3/31/21;5:30:00 PM;73.4;0.000;29.0
3/31/21;5:45:00 PM;73.6;0.000;27.8
3/31/21;6:00:00 PM;72.1;0.000;29.0
3/31/21;6:15:00 PM;71.1;0.000;32.4
3/31/21;6:30:00 PM;69.5;0.000;32.6
3/31/21;6:45:00 PM;68.8;0.000;32.2
3/31/21;7:00:00 PM;68.0;0.000;34.3
3/31/21;7:15:00 PM;66.6;0.000;38.3
3/31/21;7:30:00 PM;64.1;0.000;40.4
3/31/21;7:45:00 PM;61.5;0.000;44.5
3/31/21;8:00:00 PM;60.2;0.000;45.5
3/31/21;8:15:00 PM;58.9;0.000;46.2
3/31/21;8:30:00 PM;57.5;0.000;47.8
3/31/21;8:45:00 PM;56.4;0.000;50.7
3/31/21;9:00:00 PM;55.8;0.000;50.1
3/31/21;9:15:00 PM;55.6;0.000;48.6
3/31/21;9:30:00 PM;54.7;0.000;49.4
3/31/21;9:45:00 PM;54.4;0.000;50.1
3/31/21;10:00:00 PM;53.9;0.000;48.9
3/31/21;10:15:00 PM;52.6;0.000;52.5
3/31/21;10:30:00 PM;51.7;0.000;52.8
3/31/21;10:45:00 PM;51.1;0.000;53.4
3/31/21;11:00:00 PM;50.9;0.000;52.7
3/31/21;11:15:00 PM;52.1;0.000;49.3
3/31/21;11:30:00 PM;51.2;0.000;50.9
3/31/21;11:45:00 PM;50.8;0.000;50.8
4/1/21;12:00:00 AM;50.8;0.000;50.9
4/1/21;12:15:00 AM;50.7;0.000;52.0
4/1/21;12:30:00 AM;50.5;0.000;52.5
4/1/21;12:45:00 AM;49.9;0.000;55.5
4/1/21;1:00:00 AM;49.5;0.000;56.8
4/1/21;1:15:00 AM;49.4;0.000;58.0
4/1/21;1:30:00 AM;49.9;0.000;57.8
4/1/21;1:45:00 AM;50.9;0.000;55.1
4/1/21;2:00:00 AM;51.9;0.000;52.9
4/1/21;2:15:00 AM;50.6;0.000;56.2
4/1/21;2:30:00 AM;50.3;0.000;57.1
4/1/21;2:45:00 AM;50.0;0.000;56.4
4/1/21;3:00:00 AM;50.2;0.000;57.2
4/1/21;3:15:00 AM;49.1;0.000;60.1
4/1/21;3:30:00 AM;48.8;0.000;60.9
4/1/21;3:45:00 AM;47.9;0.000;64.6
4/1/21;4:00:00 AM;47.3;0.000;66.3
4/1/21;4:15:00 AM;47.6;0.000;65.1
4/1/21;4:30:00 AM;47.9;0.000;63.1
4/1/21;4:45:00 AM;48.4;0.000;62.1
4/1/21;5:00:00 AM;48.4;0.000;62.5
4/1/21;5:15:00 AM;48.1;0.000;63.2
4/1/21;5:30:00 AM;48.6;0.000;62.6
4/1/21;5:45:00 AM;49.4;0.000;60.1
4/1/21;6:00:00 AM;48.9;0.000;61.3
4/1/21;6:15:00 AM;48.1;0.000;64.7
4/1/21;6:30:00 AM;46.8;0.000;68.6
4/1/21;6:45:00 AM;46.1;0.000;71.0
4/1/21;7:00:00 AM;45.3;0.000;72.3
4/1/21;7:15:00 AM;45.2;0.000;73.2
4/1/21;7:30:00 AM;45.2;0.000;73.2
4/1/21;7:45:00 AM;45.7;0.000;72.6
4/1/21;8:00:00 AM;46.6;0.000;73.0
4/1/21;8:15:00 AM;50.7;0.000;70.9
4/1/21;8:30:00 AM;55.4;0.000;65.1
4/1/21;8:45:00 AM;60.5;0.000;55.5
